Statement,Link,Date,Source,Label
"""When you tally up their representation in Congress and governorships, the Democrats almost have their lowest representation in about 100 years.""",https://www.politifact.com/factchecks/2018/jun/15/fareed-zakaria/yes-democratic-party-nearly-its-weakest-point-cent/,"June 15, 2018",Fareed Zakaria,true
"Says Bill Nelson voted for ""cuts to Medicare providers"" and voted to weaken ""Social Security protections"" as a U.S. senator.",https://www.politifact.com/factchecks/2018/jun/15/new-republican-pac/republican-pac-misleads-ad-about-sen-bill-nelsons-/,"June 15, 2018",New Republican PAC,barely-true
"Says Scott Walker ""has turned down $1 billion of Medicaid money over the course of his tenure.""",https://www.politifact.com/factchecks/2018/jun/15/dana-wachs/how-scott-walkers-rejection-medicaid-expansion-und/,"June 15, 2018",Dana Wachs,mostly-true
"""After Texas cut"" its ""two-year family planning budget by $73 million, one in four clinics closed their doors.""",https://www.politifact.com/factchecks/2018/jun/14/lupe-valdez/lupe-valdez-says-1-4-texas-clinics-closed-after-la/,"June 14, 2018",Lupe Valdez,mostly-true
"""Breaking: Shep Smith to be canned because he can’t control his hate for Donald Trump.""",https://www.politifact.com/factchecks/2018/jun/13/newsflash/hoax-continues-circulate-foxs-shepard-smith-fired/,"June 13, 2018",Newsflash,pants-fire
"""Trump’s DHS secretary confirms they are preparing to arrest sanctuary city leaders.""",https://www.politifact.com/factchecks/2018/jun/13/newsflash/website-misleads-about-arrests-sanctuary-cit/,"June 13, 2018",Newsflash,barely-true
"Says Dean Heller helped ""craft a partisan repeal bill that also would have slashed coverage protections for people with pre-existing conditions.""",https://www.politifact.com/factchecks/2018/jun/13/jacky-rosen/did-nevadas-heller-back-bill-cut-pre-existing-cond/,"June 13, 2018",Jacky Rosen,half-true
"Says Bill Clinton ""spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later.""",https://www.politifact.com/factchecks/2018/jun/13/donald-trump/bill-clinton-north-korea-3-billion-nuclear/,"June 13, 2018",Donald Trump,barely-true
"""Canada charges the U.S. a 270% tariff on Dairy Products! They didn’t tell you that, did they? Not fair to our farmers!""",https://www.politifact.com/factchecks/2018/jun/13/donald-trump/fact-checking-donald-trumps-tweets-about-canadas-2/,"June 13, 2018",Donald Trump,mostly-true
"""Breaking: Mike Huckabee just fired!""",https://www.politifact.com/factchecks/2018/jun/12/red-state-wave/no-evidence-trump-ally-mike-huckabee-was-fired/,"June 12, 2018",Red State Wave,pants-fire
"""Investigators: Anthony Bourdain was killed by Clinton operatives.""",https://www.politifact.com/factchecks/2018/jun/12/yournewswirecom/clickbait-headline-wrongly-blames-clintons-anthony/,"June 12, 2018",YourNewsWire.com,pants-fire
"""The city that I was mayor of was 50 percent Latino, and I won with 90 percent of the vote...""",https://www.politifact.com/factchecks/2018/jun/12/lou-barletta/hazleton-wasnt-half-latino-when-lou-barletta-was-r/,"June 12, 2018",Lou Barletta,barely-true
"On Mike DeWine's record as attorney general: ""Opioid deaths have tripled on his watch and there have been cuts to funds for first responders and people in the community fighting the crisis.""",https://www.politifact.com/factchecks/2018/jun/12/richard-cordray/richard-cordray-casts-some-blame-mike-dewine-opioi/,"June 12, 2018",Richard Cordray,barely-true
"""101 utilities cut rates, credit GOP tax cuts.""",https://www.politifact.com/factchecks/2018/jun/11/donald-trump/have-101-utilities-cut-rates-thanks-gop-tax-bill/,"June 11, 2018",Donald Trump,mostly-true
"Says that under Scott Walker, on a percentage basis, Wisconsin is ""spending twice as much on debt service for just basic road repair and maintenance"" than before he took office.",https://www.politifact.com/factchecks/2018/jun/11/kelda-helen-roys/debt-payments-wisconsin-road-work-have-doubled-und/,"June 11, 2018",Kelda Helen Roys,mostly-true
"Under Philip Levine, Miami Beach ""passed a resolution to ban assault rifles, which was not enforceable and never enforced. He passed a resolution to raise the minimum wage, which actually no one got the benefit of because it was not enforced.""",https://www.politifact.com/factchecks/2018/jun/09/andrew-gillum/fact-checking-philip-levines-record-miami-beach-ma/,"June 9, 2018",Andrew Gillum,mostly-true
"Says most of Austin’s biggest parks have recycling though as ""many as 293 out of 300"" Austin city ""parks have no recycling, including almost every neighborhood park.""",https://www.politifact.com/factchecks/2018/jun/08/texas-campaign-environment/most-austin-city-parks-lack-recycling-zilker-park-/,"June 8, 2018",Texas Campaign for the Environment,true
"""Mitt Romney: ‘Trump has some very serious emotional problems, he must resign before we…’""",https://www.politifact.com/factchecks/2018/jun/08/blog-posting/hoax-story-wrongly-credits-mitt-romney-bernie-sand/,"June 8, 2018",Bloggers,pants-fire
"""Ohio's (payday lending) laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594 percent interest on loans.""",https://www.politifact.com/factchecks/2018/jun/08/richard-cordray/richard-cordray-says-ohio-payday-lending-law-worst/,"June 8, 2018",Richard Cordray,true
"""Flip Flop! After opposing term limits for decades, Adam Putnam adopts Donald Trump and Ron DeSantis’ position.""",https://www.politifact.com/factchecks/2018/jun/08/florida-democratic-party/did-adam-putnam-adopt-donald-trump-and-ron-desanti/,"June 8, 2018",Florida Democratic Party,half-true
"Says that people ""went out in their boats to watch"" Hurricane Harvey.",https://www.politifact.com/factchecks/2018/jun/07/donald-trump/donald-trump-says-people-went-out-their-boats-watc/,"June 7, 2018",Donald Trump,pants-fire
"""New law (in California) makes it illegal to shower and do laundry on same day""",https://www.politifact.com/factchecks/2018/jun/07/blog-posting/it-illegal-shower-and-do-laundry-same-day-californ/,"June 7, 2018",Bloggers,false
"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",https://www.politifact.com/factchecks/2018/jun/07/president-trumps-lawyers/was-initial-trump-statement-ny-times-accurate-lawy/,"June 7, 2018",President Trump's lawyers,barely-true
On participating in a debate for Democratic gubernatorial candidates.,https://www.politifact.com/factchecks/2018/jun/07/kelda-helen-roys/kelda-roys-democrat-governor-commits-participating/,"June 7, 2018",Kelda Helen Roys,full-flop
"""One legislative Republican’s district gets almost all the school supply funding.""",https://www.politifact.com/factchecks/2018/jun/07/roy-cooper/school-supply-funding-cooper-leaves-out-important-/,"June 7, 2018",Roy Cooper,barely-true
"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",https://www.politifact.com/factchecks/2018/jun/07/justin-nelson/justin-nelson-ken-paxton-only-indicted-statewide-o/,"June 7, 2018",Justin Nelson,true
"""National Guard storms Mexico border, makes game-changing impact in just 30 days""",https://www.politifact.com/factchecks/2018/jun/07/blog-posting/fact-checking-claim-about-national-guard-border-ap/,"June 7, 2018",Bloggers,mostly-true
"North Korea's history of international negotiations shows ""they'll take the concessions, they'll keep them in their pocket and then they won't deliver.""",https://www.politifact.com/factchecks/2018/jun/07/juan-williams/does-north-koreas-negotiating-history-mean-it-cant/,"June 7, 2018",Juan Williams,half-true
"""The bulk of the problem with the opioid epidemic is the fentanyl and all the synthetic drugs coming across the southern border.""",https://www.politifact.com/factchecks/2018/jun/07/ron-desantis/ron-desantis-overplays-link-between-opioid-crisis-/,"June 7, 2018",Ron DeSantis,half-true
"Says that ""when federal bureaucrats wanted to prohibit the use of wooden cheese boards, which help make tens of millions of pounds of cheese a year"" she ""stepped in, helped eliminate the regulations.""",https://www.politifact.com/factchecks/2018/jun/07/tammy-baldwin/us-sen-tammy-baldwins-very-cheesy-ad-cuts-mustard/,"June 7, 2018",Tammy Baldwin,mostly-true
"Says ""Rosie O’Donnell apparently committed the same offense five times, five times, when she broke the identical law that Dinesh (D'Souza) was prosecuted for.""",https://www.politifact.com/factchecks/2018/jun/06/ted-cruz/dinesh-dsouza-and-rosie-odonnell-fec-violations-di/,"June 6, 2018",Ted Cruz,false
"""If you are talking about Canada .. our wine cannot sit on their supermarkets.""",https://www.politifact.com/factchecks/2018/jun/06/kevin-mccarthy/us-wine-barred-canadian-supermarkets/,"June 6, 2018",Kevin McCarthy,half-true
"Says Wisconsin ‘could compel’ Foxconn to install solar panels that would power 33,000 homes.",https://www.politifact.com/factchecks/2018/jun/06/tony-evers/can-state-force-foxconn-install-solar-panels-publi/,"June 6, 2018",Tony Evers,barely-true
"""I left the White House $16 million in debt.""",https://www.politifact.com/factchecks/2018/jun/05/bill-clinton/bill-clinton-16-million-debt-monica-lewinsky/,"June 5, 2018",Bill Clinton,barely-true
"""Starbucks CEO: ‘If You Support Traditional Marriage We Don’t Want Your Business’""",https://www.politifact.com/factchecks/2018/jun/05/blog-posting/what-starbucks-howard-schultz-said-about-same-sex-/,"June 5, 2018",Bloggers,false
"Philadelphia Eagles players stayed ""in the Locker Room for the playing of our our National Anthem"" or were ""kneeling.""",https://www.politifact.com/factchecks/2018/jun/05/donald-trump/president-trump-said-eagles-players-kneeled-anthem/,"June 5, 2018",Donald Trump,false
"Says Marsha Blackburn ""voted against military pay raise.""",https://www.politifact.com/factchecks/2018/jun/05/tennessee-democratic-party/tennessee-democrats-slam-blackburn-military-pay-vo/,"June 5, 2018",Tennessee Democratic Party,half-true
"""The bottom line is clear: Under the policies of this unified Republican government, American workers, families, and business owners are achieving economic growth that is unmatched in recent memory. … More than 1 million new jobs have been created just since we passed tax reform last December.""",https://www.politifact.com/factchecks/2018/jun/05/mitch-mcconnell/how-strong-have-job-gains-been-tax-bill-passed/,"June 5, 2018",Mitch McConnell,half-true
"Says Heidi Heitkamp has ""never been interested in"" regulatory relief ""until all of a sudden I become a candidate for the Senate and put pressure on.""",https://www.politifact.com/factchecks/2018/jun/04/kevin-cramer/kevin-cramer-distorts-heidi-heitkamps-record-banki/,"June 4, 2018",Kevin Cramer,false
"Rep. Dan Donovan ""voted for Tax Cuts""",https://www.politifact.com/factchecks/2018/jun/04/donald-trump/did-rep-dan-donovan-vote-tax-cuts-trump-said/,"June 4, 2018",Donald Trump,mostly-true
"""Americans received the biggest tax cut in history last year.""",https://www.politifact.com/factchecks/2018/jun/04/patrick-mchenry/nc-republican-repeats-false-tax-claim/,"June 4, 2018",Patrick McHenry,false
"""FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism""",https://www.politifact.com/factchecks/2018/jun/01/blog-posting/website-falsely-claims-fox-announced-plans-pick-ro/,"June 1, 2018",Bloggers,pants-fire
"Republican ""sabotage"" cost 3.2 million people coverage in 2017.",https://www.politifact.com/factchecks/2018/jun/01/protect-our-care/did-republican-sabotage-cost-32-million-their-heal/,"June 1, 2018",Protect Our Care,half-true
"Says the California state auditor ""found (John) Chiang lost track of $31 billion dollars,"" as state controller.",https://www.politifact.com/factchecks/2018/jun/01/gavin-newsom/did-john-chiang-lose-track-31-billion-californias-/,"June 1, 2018",Gavin Newsom,half-true
"""We are the only metropolitan area in the country that’s losing population.""",https://www.politifact.com/factchecks/2018/jun/01/lori-lightfoot/no-chicagoland-isnt-only-metro-area-losing-residen/,"June 1, 2018",Lori Lightfoot,barely-true
"Says Wisconsin ""doesn't even give"" released prison inmates ""a bus ticket to get home.""",https://www.politifact.com/factchecks/2018/jun/01/kathleen-vinehout/not-even-bus-ticket-home-inmates-released-prison-w/,"June 1, 2018",Kathleen Vinehout,barely-true
"""We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.""",https://www.politifact.com/factchecks/2018/may/31/ben-sasse/protectionism-big-part-great-depression-ben-sasse-/,"May 31, 2018",Ben Sasse,true
"""Since the end of the financial crisis, we have seen an average of one community bank or credit union disappear every day.""",https://www.politifact.com/factchecks/2018/may/31/keith-rothfus/rothfus-claim-about-disappearing-banks-mostly-true/,"May 31, 2018",Keith Rothfus,mostly-true
"New York state has the ""second highest millionaires tax in the nation.""",https://www.politifact.com/factchecks/2018/may/31/christine-quinn/does-new-york-state-have-second-highest-tax-wealth/,"May 31, 2018",Christine Quinn,barely-true
"""One in six Texans don’t have health care. We’re the most uninsured state in the U.S.""",https://www.politifact.com/factchecks/2018/may/31/lupe-valdez/lupe-valdez-1-6-Texans-lack-health-care-uninsured-/,"May 31, 2018",Lupe Valdez,mostly-true
"""We got $6 billion for opioid and getting rid of that scourge that’s taking over our country. And the numbers are way down.""",https://www.politifact.com/factchecks/2018/may/31/donald-trump/donald-trump-falsely-claims-opioid-numbers-way-dow/,"May 31, 2018",Donald Trump,false
